City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Walvis Bay,NA,2021-10-18 15:04:44,-22.9575,14.5053,63.09,36,68,19.33
274,Barmer,IN,2021-10-18 15:04:45,25.75,71.3833,86.4,8,3,7.14
275,Saldanha,ZA,2021-10-18 14:53:35,-33.0117,17.9442,73.45,62,0,21.92
276,Mount Gambier,AU,2021-10-18 14:56:11,-37.8333,140.7667,44.51,93,8,2.3
277,Chapais,CA,2021-10-18 15:04:45,49.7834,-74.8492,38.98,95,100,9.82
278,Namibe,AO,2021-10-18 14:57:07,-15.1961,12.1522,75.83,69,20,16.11
279,Newport,GB,2021-10-18 15:02:31,51.5877,-2.9984,63.18,93,100,11.65
280,Yining,CN,2021-10-18 15:04:46,29.0361,114.5636,54.09,93,100,0.63
281,Naze,JP,2021-10-18 14:58:50,28.3667,129.4833,70.25,81,80,12.44
282,Tiszaalpar,HU,2021-10-18 15:04:46,46.8128,19.9984,58.08,61,75,7.78
283,Ratnagiri,IN,2021-10-18 15:04:47,16.9833,73.3,79.66,77,3,6.38
284,Pangai,TO,2021-10-18 15:04:47,-19.8,-174.35,76.46,79,18,21.9
285,Aleksandrov Gay,RU,2021-10-18 15:04:48,50.147,48.5704,56.1,71,100,6.73
286,Alice Springs,AU,2021-10-18 14:57:49,-23.7,133.8833,76.55,23,84,0.0
287,Hunchun,CN,2021-10-18 15:04:48,42.8675,130.3581,39.92,88,100,6.69
288,Piranhas,BR,2021-10-18 15:04:48,-16.4269,-51.8222,92.46,44,99,4.61
289,Cachira,CO,2021-10-18 15:04:49,7.741,-73.0483,65.48,63,86,1.01
290,Leningradskiy,RU,2021-10-18 14:56:21,69.3833,178.4167,2.79,95,98,3.2
291,Camacha,PT,2021-10-18 15:02:23,33.0833,-16.3333,74.16,73,0,11.5
292,Zyryanovsk,KZ,2021-10-18 15:04:49,49.7386,84.2719,40.57,62,2,2.53
293,Riyadh,SA,2021-10-18 14:59:04,24.6877,46.7219,93.34,14,0,11.95
294,Liwale,TZ,2021-10-18 15:04:50,-9.7667,37.9333,84.25,36,62,3.31
295,Salinopolis,BR,2021-10-18 15:04:50,-0.6136,-47.3561,87.06,62,67,9.89
296,Ulladulla,AU,2021-10-18 15:04:50,-35.35,150.4667,60.1,71,100,3.0
297,Sleaford,GB,2021-10-18 15:04:51,52.9983,-0.4094,61.41,88,90,13.8
298,Kandrian,PG,2021-10-18 15:01:40,-6.2167,149.55,76.78,89,65,4.41
299,Ust-Ishim,RU,2021-10-18 15:04:52,57.6935,71.1665,45.19,62,100,6.24
300,Freeport,US,2021-10-18 15:04:52,40.6576,-73.5832,59.83,62,75,7.0
301,Am Timan,TD,2021-10-18 14:57:44,11.0297,20.2827,87.71,58,98,4.0
302,Pecos,US,2021-10-18 15:00:15,31.4229,-103.4932,61.3,46,1,0.0
303,Shelburne,CA,2021-10-18 15:00:45,44.0787,-80.2041,47.57,77,24,15.95
304,Scituate,US,2021-10-18 15:04:53,42.1959,-70.7259,58.55,58,1,4.0
305,Dargaville,NZ,2021-10-18 15:04:53,-35.9333,173.8833,53.8,96,11,4.47
306,Aripuana,BR,2021-10-18 15:03:01,-9.1667,-60.6333,77.16,86,100,2.82
307,Atar,MR,2021-10-18 14:56:50,20.5169,-13.0499,102.58,7,100,12.3
308,San Jeronimo,PE,2021-10-18 15:04:54,-11.9472,-75.2829,60.8,50,17,1.19
309,Acapulco,MX,2021-10-18 14:57:13,16.8634,-99.8901,77.61,87,98,4.16
310,Kenai,US,2021-10-18 14:58:29,60.5544,-151.2583,41.14,69,100,14.25
311,Sao Filipe,CV,2021-10-18 14:57:49,14.8961,-24.4956,79.86,73,8,7.18
312,Ballina,AU,2021-10-18 15:04:54,-28.8667,153.5667,57.38,99,100,6.22
313,Ukiah,US,2021-10-18 15:01:34,39.1502,-123.2078,47.12,95,40,0.0
314,Sarakhs,IR,2021-10-18 14:58:04,36.5449,61.1577,80.74,11,0,0.0
315,Alugan,PH,2021-10-18 14:58:32,12.2188,125.4808,80.94,83,13,3.6
316,Medfield,US,2021-10-18 15:01:15,42.1876,-71.3065,57.9,60,27,4.0
317,Palizada,MX,2021-10-18 15:04:55,18.25,-92.0833,80.58,88,78,4.59
318,Klaksvik,FO,2021-10-18 14:58:38,62.2266,-6.589,47.32,89,100,35.66
319,Pisco,PE,2021-10-18 14:57:54,-13.7,-76.2167,65.01,88,90,6.91
320,Karratha,AU,2021-10-18 15:02:26,-20.7377,116.8463,73.98,68,4,9.1
321,Fare,PF,2021-10-18 15:01:01,-16.7,-151.0167,79.75,77,92,16.46
322,Tateyama,JP,2021-10-18 14:56:16,34.9833,139.8667,60.1,68,100,14.34
323,Zabaykalsk,RU,2021-10-18 15:04:56,49.6333,117.3167,23.54,74,7,4.25
324,Yola,NG,2021-10-18 15:04:57,9.2,12.4833,93.33,44,50,5.73
325,Gedo,ET,2021-10-18 15:04:57,9.0167,37.45,56.57,76,16,2.48
326,Godda,IN,2021-10-18 15:04:58,24.8333,87.2167,75.47,97,100,7.23
327,Katwijk,NL,2021-10-18 15:04:58,52.1942,4.4222,61.99,78,100,12.46
328,Ternate,ID,2021-10-18 15:04:58,0.8,127.4,82.33,78,71,1.9
329,Henties Bay,NA,2021-10-18 15:02:48,-22.116,14.2845,62.85,65,64,7.09
330,Narsaq,GL,2021-10-18 14:57:52,60.9167,-46.05,30.81,33,1,2.17
331,Haines Junction,CA,2021-10-18 15:02:09,60.7522,-137.5108,24.98,77,100,1.54
332,Baruun-Urt,MN,2021-10-18 15:02:31,46.6806,113.2792,28.44,51,0,4.0
333,Galle,LK,2021-10-18 15:05:00,6.0367,80.217,80.2,85,67,11.81
334,Kayerkan,RU,2021-10-18 15:05:00,69.3497,87.7602,33.69,97,100,19.93
335,Marzuq,YE,2021-10-18 15:02:43,14.4,46.4667,82.22,29,11,4.18
336,Sulangan,PH,2021-10-18 15:05:00,11.1373,123.7228,83.95,78,13,11.61
337,Santa Isabel,BR,2021-10-18 15:05:01,-23.3156,-46.2214,66.65,97,100,3.96
338,Lasa,IT,2021-10-18 14:56:32,46.6166,10.7002,65.14,52,1,3.33
339,Lavrentiya,RU,2021-10-18 14:57:08,65.5833,-171.0,24.35,70,100,8.46
340,Tessalit,ML,2021-10-18 15:02:05,20.1986,1.0114,98.47,8,0,10.51
341,Kedrovyy,RU,2021-10-18 15:05:02,56.1667,91.8167,30.61,83,100,4.92
342,Isangel,VU,2021-10-18 14:57:02,-19.55,169.2667,72.37,96,100,1.88
343,Bonavista,CA,2021-10-18 15:01:11,48.6499,-53.1147,49.12,80,83,13.82
344,Bengkulu,ID,2021-10-18 14:56:33,-3.8004,102.2655,74.26,95,100,4.45
345,Torbay,CA,2021-10-18 14:56:38,47.6666,-52.7314,47.35,90,75,11.5
346,Mandurah,AU,2021-10-18 15:05:03,-32.55,115.7,65.21,81,100,9.51
347,Geraldton,AU,2021-10-18 14:57:58,-28.7667,114.6,66.61,77,90,1.14
348,Providencia,MX,2021-10-18 15:05:04,28.7167,-111.5833,71.65,78,92,7.0
349,Jishou,CN,2021-10-18 15:05:05,28.3167,109.7167,56.97,76,95,2.42
350,Dieppe,FR,2021-10-18 15:05:05,49.75,1.1667,63.01,75,100,12.73
351,Linjiang,CN,2021-10-18 15:05:06,41.8069,126.9078,36.63,99,100,3.2
352,Broken Hill,AU,2021-10-18 15:05:07,-31.95,141.4333,65.93,43,71,11.97
353,Avera,US,2021-10-18 14:58:11,33.194,-82.5271,66.9,43,0,6.24
354,Ola,RU,2021-10-18 15:05:08,59.5833,151.2833,14.72,52,0,10.87
355,Kampot,KH,2021-10-18 15:05:08,10.6167,104.1833,77.05,83,100,2.75
356,Vieux-Habitants,GP,2021-10-18 14:56:43,16.0589,-61.7659,87.37,67,28,6.87
357,Boddam,GB,2021-10-18 15:05:08,57.4667,-1.7833,57.38,93,100,22.19
358,Borborema,BR,2021-10-18 15:05:09,-21.6197,-49.0736,80.42,62,78,7.65
359,Mizdah,LY,2021-10-18 15:05:09,31.4451,12.9801,73.26,42,100,17.6
360,Hamilton,US,2021-10-18 14:52:48,39.1834,-84.5333,60.75,73,0,1.01
361,Ishigaki,JP,2021-10-18 15:05:10,24.3448,124.1572,77.81,70,100,12.33
362,Mutis,CO,2021-10-18 15:05:10,6.2262,-77.4044,81.07,79,99,2.53
363,Kathmandu,NP,2021-10-18 15:02:56,27.7167,85.3167,70.02,94,75,0.0
364,Bosaso,SO,2021-10-18 14:57:13,11.2842,49.1816,85.98,79,0,10.36
365,Fougeres,FR,2021-10-18 15:05:11,48.35,-1.2,63.52,84,100,13.78
366,Chokwe,MZ,2021-10-18 15:01:28,-24.5333,32.9833,65.95,71,100,13.18
367,Rio Branco,BR,2021-10-18 15:05:11,-9.9747,-67.81,84.81,70,75,3.44
368,Hirara,JP,2021-10-18 14:57:55,24.8,125.2833,77.97,69,91,9.28
369,Port-Gentil,GA,2021-10-18 14:58:28,-0.7193,8.7815,85.96,70,75,14.97
370,Kaspiyskiy,RU,2021-10-18 15:05:12,45.3929,47.3707,65.62,56,88,9.53
371,Drovyanaya,RU,2021-10-18 15:05:12,51.5833,113.0333,24.31,70,7,4.21
372,Mopipi,BW,2021-10-18 15:05:13,-21.1833,24.8833,78.22,42,64,20.56
373,Orda,RU,2021-10-18 15:05:13,57.1951,56.9091,46.6,92,100,13.33
374,Akyab,MM,2021-10-18 14:56:48,20.15,92.9,80.67,82,100,7.78
375,Shache,CN,2021-10-18 15:05:14,38.4167,77.2406,56.03,16,61,7.83
376,Coquimbo,CL,2021-10-18 15:02:47,-29.9533,-71.3436,63.39,63,0,5.35
377,Vanersborg,SE,2021-10-18 15:05:14,58.3807,12.3234,46.9,61,100,4.61
378,Vikhorevka,RU,2021-10-18 15:05:14,56.1201,101.1636,36.99,90,53,2.89
379,Bailen,ES,2021-10-18 15:05:15,38.0964,-3.7779,84.25,32,87,1.74
380,Port Lincoln,AU,2021-10-18 14:57:13,-34.7333,135.8667,56.91,80,0,16.91
381,La Maddalena,IT,2021-10-18 15:05:15,41.2142,9.4083,73.56,58,99,5.28
382,Hammerfest,NO,2021-10-18 15:05:16,70.6634,23.6821,33.53,74,75,19.57
383,Athabasca,CA,2021-10-18 15:05:16,54.7169,-113.2854,36.5,80,100,6.96
384,Vostok,RU,2021-10-18 14:57:27,46.4856,135.8833,24.57,97,100,2.71
385,Ambon,ID,2021-10-18 15:05:16,-3.6954,128.1814,82.42,80,38,6.82
386,Cabedelo,BR,2021-10-18 15:05:17,-6.9811,-34.8339,86.67,61,99,14.45
387,Bathsheba,BB,2021-10-18 14:56:15,13.2167,-59.5167,88.41,70,40,12.66
388,Kembe,CF,2021-10-18 15:05:17,4.6228,21.8865,79.41,84,100,2.84
389,Pyapon,MM,2021-10-18 15:05:18,16.2833,95.6833,78.49,81,100,3.31
390,Puerto Escondido,MX,2021-10-18 14:58:05,15.85,-97.0667,83.14,62,88,1.07
391,Paignton,GB,2021-10-18 15:05:18,50.4357,-3.5679,64.06,98,100,7.0
392,Kahului,US,2021-10-18 14:56:18,20.8947,-156.47,75.85,87,92,8.01
393,Fairbanks,US,2021-10-18 14:56:11,64.8378,-147.7164,28.22,81,1,0.0
394,Arkhipo-Osipovka,RU,2021-10-18 15:05:19,44.37,38.52,59.65,67,40,6.33
395,Plettenberg Bay,ZA,2021-10-18 14:58:23,-34.0527,23.3716,59.83,51,22,4.0
396,Gisborne,NZ,2021-10-18 15:05:03,-38.6533,178.0042,56.95,77,0,6.69
397,Pandan,PH,2021-10-18 15:05:20,14.0453,124.1694,79.77,87,94,8.68
398,Qasigiannguit,GL,2021-10-18 15:05:20,68.8193,-51.1922,26.85,62,11,8.72
399,Garden City,US,2021-10-18 15:04:03,42.3256,-83.331,58.32,67,20,1.01
400,Union,US,2021-10-18 15:04:04,40.6334,-74.2663,60.13,63,40,16.11
401,Akdepe,TM,2021-10-18 14:58:25,42.0551,59.3788,62.69,18,0,7.38
402,Alyangula,AU,2021-10-18 15:02:47,-13.8483,136.4192,80.26,80,53,7.27
403,Birao,CF,2021-10-18 14:58:44,10.2849,22.7882,89.49,51,97,2.53
404,Ilheus,BR,2021-10-18 15:01:32,-14.7889,-39.0494,83.68,64,96,8.9
405,Hornepayne,CA,2021-10-18 15:05:21,49.2138,-84.7705,43.12,61,3,4.12
406,Bilibino,RU,2021-10-18 15:05:22,68.0546,166.4372,-2.18,93,100,6.2
407,Coffs Harbour,AU,2021-10-18 15:02:16,-30.3,153.1333,59.13,95,100,6.91
408,Ulaangom,MN,2021-10-18 15:01:11,49.9811,92.0667,35.06,65,0,1.61
409,Bairiki,KI,2021-10-18 15:01:52,1.3292,172.9752,80.94,72,20,11.95
410,Lorengau,PG,2021-10-18 15:01:18,-2.0226,147.2712,82.11,76,25,9.78
411,Denpasar,ID,2021-10-18 15:03:54,-8.65,115.2167,82.06,88,40,3.44
412,Kendari,ID,2021-10-18 15:05:23,-3.945,122.4989,78.58,84,71,1.45
413,Beni Suef,EG,2021-10-18 15:05:23,29.0731,31.0979,81.34,30,40,12.12
414,Agnibilekrou,CI,2021-10-18 15:05:24,7.1344,-3.2047,79.81,80,100,4.03
415,Rockingham,US,2021-10-18 15:05:24,42.9668,-71.0995,57.65,65,36,3.0
416,Khilok,RU,2021-10-18 15:05:24,51.3674,110.4676,25.95,78,3,3.94
417,Banjar,ID,2021-10-18 14:56:51,-8.19,114.9675,82.26,90,41,3.42
418,Rosehearty,GB,2021-10-18 15:05:25,57.697,-2.1132,57.27,89,100,20.07
419,San Carlos De Bariloche,AR,2021-10-18 14:54:07,-41.1456,-71.3082,55.15,38,0,5.75
420,Yankton,US,2021-10-18 15:00:34,42.8711,-97.3973,62.28,32,0,12.8
421,Marsa Matruh,EG,2021-10-18 15:05:25,31.3525,27.2453,73.0,61,2,10.58
422,Kalmunai,LK,2021-10-18 15:01:21,7.4167,81.8167,81.91,79,39,5.99
423,Veraval,IN,2021-10-18 14:58:38,20.9,70.3667,80.6,71,44,13.78
424,Namatanai,PG,2021-10-18 14:57:52,-3.6667,152.4333,79.34,76,29,8.23
425,Aksarka,RU,2021-10-18 15:05:26,66.5606,67.7975,35.85,87,89,9.73
426,Moussoro,TD,2021-10-18 15:01:22,13.6408,16.4901,100.62,12,15,12.1
427,Seoul,KR,2021-10-18 15:04:43,37.5683,126.9778,51.37,93,90,5.75
428,Ciudad Bolivar,VE,2021-10-18 15:05:27,8.1222,-63.5497,87.4,57,92,5.14
429,Pangkalanbuun,ID,2021-10-18 15:02:50,-2.6833,111.6167,76.24,94,100,2.91
430,Saint-Georges,GD,2021-10-18 14:54:13,12.0564,-61.7485,87.48,74,20,2.3
431,Iracoubo,GF,2021-10-18 15:05:27,5.4802,-53.2011,85.57,68,98,8.1
432,Bongandanga,CD,2021-10-18 15:05:28,1.5,21.05,76.75,84,99,1.9
433,Victor Harbor,AU,2021-10-18 15:05:28,-35.5667,138.6167,55.99,83,1,8.12
434,College,US,2021-10-18 14:56:08,64.8569,-147.8028,28.2,80,1,0.0
435,Miri,MY,2021-10-18 15:05:29,4.4148,114.0089,79.41,85,100,3.4
436,Pella,RU,2021-10-18 15:05:29,59.7775,30.8181,42.04,83,75,6.46
437,Edmundston,CA,2021-10-18 15:02:18,47.3737,-68.3251,51.89,76,90,9.22
438,Svetlogorsk,BY,2021-10-18 15:05:29,52.6333,29.7333,42.06,84,99,6.33
439,General Roca,AR,2021-10-18 15:05:30,-39.0333,-67.5833,73.8,14,0,10.69
440,Chisinau,MD,2021-10-18 15:02:32,47.0056,28.8575,55.83,62,0,7.0
441,Sanmenxia,CN,2021-10-18 15:05:30,34.7747,111.1814,57.07,73,100,1.79
442,Kolyvan,RU,2021-10-18 15:05:31,55.3053,82.7391,45.05,77,36,6.76
443,Balsas,BR,2021-10-18 15:03:20,-7.5325,-46.0356,95.58,33,47,3.29
444,Neryungri,RU,2021-10-18 15:05:31,56.6709,124.6491,15.64,89,100,4.03
445,Orumiyeh,IR,2021-10-18 15:05:31,37.5527,45.0761,58.55,41,20,2.3
446,Pochutla,MX,2021-10-18 14:56:09,15.7432,-96.4661,83.82,61,65,2.42
447,Cantanhede,BR,2021-10-18 15:02:30,-3.6333,-44.3767,91.49,50,75,3.87
448,West Bay,KY,2021-10-18 14:59:21,19.3667,-81.4167,87.06,78,20,1.01
449,Maralal,KE,2021-10-18 15:05:32,1.0968,36.698,71.55,44,100,11.88
450,Ranong,TH,2021-10-18 15:05:33,9.9658,98.6348,77.54,89,84,4.14
451,Santiago Del Estero,AR,2021-10-18 14:57:27,-27.7951,-64.2615,75.81,25,95,3.31
452,Andenes,NO,2021-10-18 15:05:33,69.3143,16.1194,31.98,86,75,2.3
453,Falam,MM,2021-10-18 15:05:33,22.9167,93.6833,61.36,99,97,0.78
454,Bud,US,2021-10-18 14:57:17,39.447,-86.1758,61.21,72,0,5.75
455,Verkhnyaya Inta,RU,2021-10-18 15:05:34,65.9811,60.3094,35.58,86,98,11.59
456,Zyryanka,RU,2021-10-18 14:58:12,65.75,150.85,7.43,89,96,12.73
457,Barabai,ID,2021-10-18 14:56:39,-2.5833,115.3833,76.28,93,23,2.08
458,Rawson,AR,2021-10-18 15:00:58,-43.3002,-65.1023,69.62,32,4,19.24
459,Yumen,CN,2021-10-18 15:05:35,40.2833,97.2,48.92,22,100,15.9
460,High Level,CA,2021-10-18 15:05:35,58.5169,-117.136,26.64,93,7,3.15
461,Sembe,CG,2021-10-18 15:05:35,1.6481,14.5806,77.9,88,99,0.38
462,Torit,SS,2021-10-18 15:05:36,4.4133,32.5678,86.95,46,83,1.88
463,Port Hedland,AU,2021-10-18 15:01:25,-20.3167,118.5667,73.45,83,6,8.05
464,Belomorsk,RU,2021-10-18 15:05:36,64.5232,34.7668,37.9,88,100,12.77
465,Rocha,UY,2021-10-18 15:01:10,-34.4833,-54.3333,66.13,63,45,8.23
466,Vao,NC,2021-10-18 15:02:18,-22.6667,167.4833,71.37,90,100,23.6
467,Mahabaleshwar,IN,2021-10-18 15:05:37,17.9167,73.6667,59.09,93,10,2.1
468,Port Hawkesbury,CA,2021-10-18 14:56:25,45.6169,-61.3485,60.19,90,90,3.0
469,Vardo,NO,2021-10-18 14:58:00,70.3705,31.1107,35.58,64,75,28.77
470,Penzance,GB,2021-10-18 15:05:37,50.1186,-5.5371,63.61,98,100,13.49
471,Teguise,ES,2021-10-18 15:05:38,29.0605,-13.564,71.82,83,0,16.11
472,Petropavlovsk-Kamchatskiy,RU,2021-10-18 14:58:37,53.0452,158.6483,39.79,48,20,11.18
473,Fatehgarh Churian,IN,2021-10-18 15:05:38,31.8621,74.9553,80.33,76,22,5.32
474,Corinto,GR,2021-10-18 15:02:25,37.9407,22.9573,69.6,68,17,2.71
475,Lagoa,PT,2021-10-18 14:58:27,39.05,-27.9833,68.38,75,4,21.79
476,Skibbereen,IE,2021-10-18 14:58:58,51.55,-9.2667,62.4,90,99,11.27
477,Wamba,NG,2021-10-18 15:05:39,8.9333,8.6,87.46,55,80,2.44
478,Flin Flon,CA,2021-10-18 15:05:39,54.7682,-101.865,42.46,79,100,8.28
479,Makakilo City,US,2021-10-18 15:02:11,21.3469,-158.0858,73.69,77,92,12.97
480,Borogontsy,RU,2021-10-18 14:57:04,62.6683,131.1683,13.01,93,99,4.5
481,Tingi,TZ,2021-10-18 15:05:40,-11.3,35.0333,81.19,32,47,7.7
482,Aykhal,RU,2021-10-18 15:05:40,66.0,111.5,31.1,88,100,13.6
483,Morondava,MG,2021-10-18 14:59:15,-20.2833,44.2833,79.95,71,8,17.65
484,Goundam,ML,2021-10-18 15:05:41,16.4145,-3.6708,102.2,14,31,16.13
485,Boa Vista,BR,2021-10-18 14:59:12,2.8197,-60.6733,87.78,55,75,4.61
486,Biograd Na Moru,HR,2021-10-18 14:58:38,43.9433,15.4519,65.75,60,100,11.18
487,Korla,CN,2021-10-18 15:05:42,41.7597,86.1469,56.53,23,100,8.77
488,Horodnytsya,UA,2021-10-18 15:05:42,50.807,27.3168,48.4,68,96,8.93
489,Khorixas,NA,2021-10-18 15:05:42,-20.3667,14.9667,95.4,8,16,12.24
490,Nizwa,OM,2021-10-18 15:02:54,22.9333,57.5333,88.7,16,0,4.97
491,Lityn,UA,2021-10-18 15:05:43,49.3251,28.0809,48.52,80,100,11.25
492,Mehamn,NO,2021-10-18 14:57:56,71.0357,27.8492,35.78,75,100,24.65
493,Imbituba,BR,2021-10-18 15:02:17,-28.24,-48.6703,62.24,84,100,2.62
494,Shurugwi,ZW,2021-10-18 15:05:43,-19.6702,30.0059,56.03,90,100,12.5
495,Lazaro Cardenas,MX,2021-10-18 15:01:44,17.9583,-102.2,80.55,78,13,4.07
496,Aguimes,ES,2021-10-18 15:05:44,27.9054,-15.4461,78.01,69,0,14.97
497,Thinadhoo,MV,2021-10-18 15:05:44,0.5333,72.9333,82.65,74,100,9.64
498,Lumby,CA,2021-10-18 15:05:45,50.2498,-118.969,42.73,92,6,0.83
499,Kollegal,IN,2021-10-18 15:05:45,12.15,77.1167,71.01,94,100,5.12
500,Manavgat,TR,2021-10-18 15:05:45,36.7867,31.4431,75.61,51,0,3.0
501,Verkhnetulomskiy,RU,2021-10-18 15:05:46,68.6073,31.7962,32.13,86,98,15.7
502,Camana,PE,2021-10-18 15:05:46,-16.6228,-72.7111,66.11,76,98,11.61
503,Zenzeli,RU,2021-10-18 15:05:46,45.9241,47.0474,66.07,49,73,8.3
504,Sao Gabriel Da Cachoeira,BR,2021-10-18 15:00:23,-0.1303,-67.0892,91.71,48,15,3.36
505,Vestmanna,FO,2021-10-18 14:57:38,62.1564,-7.1664,45.52,100,90,33.38
506,Shimoda,JP,2021-10-18 14:58:13,34.6667,138.95,56.1,74,100,16.33
507,Lewisburg,US,2021-10-18 15:05:47,35.4492,-86.7889,63.55,74,1,0.0
508,Stephenville,US,2021-10-18 15:05:48,32.2207,-98.2023,62.76,65,1,3.44
509,Ongandjera,NA,2021-10-18 15:05:48,-17.8833,15.0667,94.23,8,26,2.28
510,Rundu,NA,2021-10-18 15:05:48,-17.9333,19.7667,95.59,8,1,5.37
511,Heyang,CN,2021-10-18 15:05:49,26.1011,107.473,59.65,90,100,2.01
512,Marsh Harbour,BS,2021-10-18 14:58:46,26.5412,-77.0636,77.41,60,8,17.47
513,Goure,NE,2021-10-18 15:05:49,13.9835,10.2704,97.02,17,47,5.41
514,Nanakuli,US,2021-10-18 15:05:50,21.3906,-158.1547,75.15,69,1,4.61
515,Sao Goncalo Dos Campos,BR,2021-10-18 15:05:50,-12.4333,-38.9667,94.44,30,85,8.39
516,Mukhen,RU,2021-10-18 15:05:50,48.1,136.1,26.33,58,7,1.7
517,Amapa,BR,2021-10-18 14:58:26,1.0,-52.0,95.32,38,100,4.29
518,Kinna,SE,2021-10-18 15:05:51,57.5073,12.6946,48.24,55,100,3.49
519,Ust-Kuyga,RU,2021-10-18 15:01:26,70.0167,135.6,-12.51,99,87,4.9
520,Moryakovskiy Zaton,RU,2021-10-18 15:05:51,56.6956,84.6467,43.68,86,83,5.86
521,Griffith,US,2021-10-18 15:05:52,41.5284,-87.4237,63.9,62,1,1.01
522,Sotouboua,TG,2021-10-18 15:05:52,8.5667,0.9833,77.14,85,100,2.66
523,Bandiagara,ML,2021-10-18 15:05:52,14.3501,-3.6104,99.05,19,98,15.48
524,Kargil,IN,2021-10-18 15:05:53,34.5667,76.1,39.63,81,97,2.17
525,Yulara,AU,2021-10-18 14:59:01,-25.2406,130.9889,78.64,21,66,3.44
526,Gorom-Gorom,BF,2021-10-18 15:05:53,14.4439,-0.2361,97.52,26,90,15.35
527,Urumqi,CN,2021-10-18 15:05:54,43.801,87.6005,49.15,40,0,2.24
528,Rincon,US,2021-10-18 15:02:13,32.296,-81.2354,69.85,50,40,9.22
529,Tilichiki,RU,2021-10-18 15:05:54,60.4667,166.1,18.81,92,100,11.48
530,Mosquera,CO,2021-10-18 15:05:55,4.7059,-74.2302,62.69,59,40,4.61
531,Saint-Louis,SN,2021-10-18 15:05:55,16.3333,-15.0,100.47,13,100,7.83
532,Bilma,NE,2021-10-18 15:05:55,18.6853,12.9164,101.28,9,53,12.5
533,Meulaboh,ID,2021-10-18 15:05:56,4.1363,96.1285,79.23,80,100,4.38
534,Japura,ID,2021-10-18 14:56:58,-0.3167,102.35,75.56,98,100,2.26
535,Huarmey,PE,2021-10-18 14:58:35,-10.0681,-78.1522,67.62,77,88,8.99
536,Pittsburg,US,2021-10-18 15:05:56,38.028,-121.8847,53.94,78,1,4.0
537,Dingle,PH,2021-10-18 14:58:44,10.9995,122.6711,77.58,92,97,5.88
538,Nishihara,JP,2021-10-18 14:57:37,26.1842,127.7558,74.48,81,20,0.0
539,Rio Grande,BR,2021-10-18 14:55:23,-32.035,-52.0986,70.95,60,1,6.96
540,Iralaya,HN,2021-10-18 15:05:57,15.0,-83.2333,69.89,84,100,3.65
541,Moerai,PF,2021-10-18 15:02:14,-22.4333,-151.3333,76.32,88,97,20.15
542,Shkurinskaya,RU,2021-10-18 15:05:57,46.5858,39.3599,55.98,56,57,7.67
543,Noumea,NC,2021-10-18 15:04:41,-22.2763,166.4572,75.99,99,100,8.81
544,Saint-Pierre,RE,2021-10-18 14:59:15,-21.3393,55.4781,76.68,76,75,4.61
545,Simplicio Mendes,BR,2021-10-18 15:05:58,-7.8539,-41.9103,101.62,21,5,4.59
546,Olinda,BR,2021-10-18 15:02:09,-8.0089,-34.8553,83.93,65,20,11.5
